name,yeast_id,style_id,color_id,taste_id,level,photo,origine,,Title_URL,Title1,description,,
CAULIER 28 TRIPLE  ,1,31,2,2,9,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611544/664e253164f35492756195.png.webp,Belgique,Triple,https://www.vandb.fr/biere/caulier-28-triple-33cl.html,Bouteille de 0.33 L,Blonde Triple 9 % Caulier 29 - Belgique,Blonde,%
CENTENNIAL THERAPY  ,1,40,2,2,6.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/610999/664e1de89af44719727174.png.webp,France,IPA,https://www.vandb.fr/biere/centennial-therapy-33-cl.html,Canette de 0.33 L,Blonde IPA 6.5 % Sainte Cru - France,Blonde,%
CHARLES QUINT BLONDE DORÉE  ,1,19,2,5,8.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/521852/66069b1b055e0955347649.png.webp,Belgique,Strong Ale,https://www.vandb.fr/biere/charles-quint-blonde-doree-33-cl.html,Bouteille de 0.33 L,Blonde Strong Ale 8.5 % Haacht - Belgique,Blonde,%
CHARLES QUINT ROUGE RUBIS  ,1,19,4,5,8.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/521864/66069b30ac3ba670950832.png.webp,Belgique,Strong Ale,https://www.vandb.fr/biere/charles-quint-rouge-rubis-75cl.html,Bouteille de 0.75 L,Rouge Strong Ale 8.5 % Haacht - Belgique,Rouge,%
CHERRY CHOUFFE  ,1,29,4,3,8,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/604954/664c880eb7eca349285821.png.webp,Belgique,Aromatisée-fruitée,https://www.vandb.fr/biere/cherry-chouffe-33cl.html,Bouteille de 0.33 L,Rouge Aromatisée-fruitée 8 % Achouffe - Belgique,Rouge,%
CHIMAY 150  ,1,19,2,5,10,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/615527/664e483da21a0147926495.png.webp,Belgique,Strong Ale,https://www.vandb.fr/biere/chimay-150-33-cl.html,Bouteille de 0.33 L,Blonde Strong Ale 10 % Chimay - Belgique,Blonde,%
CHIMAY BLEUE  ,1,76,5,5,9,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611552/664e2541c02c3401992518.png.webp,Belgique,Dark Ale,https://www.vandb.fr/biere/chimay-bleue-33cl.html,Bouteille de 0.33 L,Brune Dark Ale 9 % Chimay - Belgique,Brune,%
CHIMAY BLEUE BARRIQUE  ,1,76,5,5,10.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611558/664e254de79ff498780216.png.webp,Belgique,Dark Ale,https://www.vandb.fr/biere/chimay-bleue-barrique-75cl.html,Bouteille de 0.75 L,Brune Dark Ale 10.5 % Chimay - Belgique,Brune,%
CHIMAY BLEUE BARRIQUE 2022 WHISKY  ,1,76,5,5,10.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611280/664e22f8718ad765318045.png.webp,Belgique,Dark Ale,https://www.vandb.fr/biere/chimay-bleue-barrique-2022-whisky-75-cl.html,Bouteille de 0.75 L,Brune Dark Ale 10.5 % Chimay - Belgique,Brune,%
CHIMAY BLEUE GRANDE RÉSERVE  ,1,76,5,5,9,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611560/664e2552a143e416712512.png.webp,Belgique,Dark Ale,https://www.vandb.fr/biere/chimay-bleue-grande-reserve-75cl.html,Bouteille de 0.75 L,Brune Dark Ale 9 % Chimay - Belgique,Brune,%
CHIMAY CINQ CENTS  ,1,31,2,2,8,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611568/664e25642c6fa508392609.png.webp,Belgique,Triple,https://www.vandb.fr/biere/chimay-cinq-cents-75cl.html,Bouteille de 0.75 L,Blonde Triple 8 % Chimay - Belgique,Blonde,%
CHIMAY DORÉE  ,1,30,2,5,4.8,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611574/664e25680d821413673118.png.webp,Belgique,Belgian Pale Ale,https://www.vandb.fr/biere/chimay-doree-33-cl.html,Bouteille de 0.33 L,Blonde Belgian Pale Ale 4.8 % Chimay - Belgique,Blonde,%
CHIMAY ROUGE  ,1,55,3,5,7,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611586/664e257833b78783696340.png.webp,Belgique,Double,https://www.vandb.fr/biere/chimay-rouge-33-cl.html,Bouteille de 0.33 L,Ambrée Double 7 % Chimay - Belgique,Ambrée,%
CHIMAY ROUGE PREMIÈRE  ,1,55,3,5,7,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611592/664e258166bc7024248536.png.webp,Belgique,Double,https://www.vandb.fr/biere/chimay-rouge-premiere-75cl.html,Bouteille de 0.75 L,Ambrée Double 7 % Chimay - Belgique,Ambrée,%
CHIMAY TRIPLE  ,1,31,2,2,8,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611594/664e2586276c5903604093.png.webp,Belgique,Triple,https://www.vandb.fr/biere/chimay-triple-33-cl.html,Bouteille de 0.33 L,Blonde Triple 8 % Chimay - Belgique,Blonde,%
CHOUFFE 40 ANS  ,1,30,2,5,5.6,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/521593/660698f331732299265013.png.webp,Belgique,Belgian Pale Ale,https://www.vandb.fr/biere/chouffe-40-ans-33-cl.html,Bouteille de 0.33 L,Blonde Belgian Pale Ale 5.6 % Achouffe - Belgique,Blonde,%
CHOUFFE BLANCHE  ,1,4,1,5,6.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/522499/6606a04ad80ce938162212.png.webp,Belgique,Witbier,https://www.vandb.fr/biere/chouffe-blanche-33-cl.html,Bouteille de 0.33 L,Blanche Witbier 6.5 % Achouffe - Belgique,Blanche,%
CHOUFFE SOLEIL  ,1,30,2,5,6,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/521878/66069b481f939049668174.png.webp,Belgique,Belgian Pale Ale,https://www.vandb.fr/biere/chouffe-soleil-33cl.html,Bouteille de 0.33 L,Blonde Belgian Pale Ale 6 % Achouffe - Belgique,Blonde,%
CHRISTINGLE  ,1,42,2,2,8,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/610944/664e1c6a00931941845441.png.webp,Suède,Double IPA,https://www.vandb.fr/biere/christingle-33-cl.html,Canette de 0.33 L,Blonde Double IPA 8 % Brewski - Suède,Blonde,%
CITRA MANIAC  ,1,40,2,2,8,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611146/664e210aeb84e074747146.png.webp,France,Double NEIPA,https://www.vandb.fr/biere/citra-maniac-44-cl.html,Canette de 0.44 L,Blonde Double NEIPA 8 % The Piggy Brewing Company - France,Blonde,%
CITRA PALE ALE  ,1,33,2,2,4.8,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/615919/664e4b295ccff848240258.png.webp,Irlande,Pale Ale,https://www.vandb.fr/biere/citra-pale-ale-44cl.html,Canette de 0.44 L,Blonde Pale Ale 4.8 % Yellowbelly - Irlande,Blonde,%
CITRON GIVRÉ  ,1,40,2,2,7,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/615945/664e4b51a5212596365036.png.webp,France,IPA,https://www.vandb.fr/biere/citron-givre-44cl.html,Canette de 0.44 L,Blonde IPA 7 % du Grand Paris - France,Blonde,%
CITRUS FROOT DIRECT  ,1,75,2,1,6.6,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/616960/664e874b492dc087551083.png.webp,Etats-Unis,Saison,https://www.vandb.fr/biere/citrus-froot-direct-75-cl.html,Bouteille de 0.75 L,Blonde Saison 6.6 % Jester King - Etats-Unis,Blonde,%
CLEVER GIRL  ,2,13,2,2,8,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611053/664e1eeac615f335037569.png.webp,France,Lager,https://www.vandb.fr/biere/clever-girl-33-cl.html,Canette de 0.33 L,Blonde Lager 8 % La Débauche - France,Blonde,%
CLOUD 9 WIT  ,1,4,1,5,4.6,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/610600/664e14ab60fa4073557131.png.webp,Danemark,Witbier,https://www.vandb.fr/biere/cloud-9-wit-33-cl.html-1,Canette de 0.33 L,Blanche Witbier 4.6 % To ØL - Danemark,Blanche,%
COCO KATANA  ,1,42,2,2,8.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/624455/665d3c509cce9853348664.png.webp,France,Double IPA,https://www.vandb.fr/biere/coco-katana-33-cl.html,Bouteille de 0.33 L,Blonde Double IPA 8.5 % Senses Brewing - France,Blonde,%
COGNAC BARREL  ,1,73,3,5,9.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/615239/664e467df2ba0720065823.png.webp,France,Barley Wine,https://www.vandb.fr/biere/cognac-barrel-75-cl.html,Bouteille de 0.75 L,Ambrée Barley Wine 9.5 % La Débauche - France,Ambrée,%
COLETTE ,1,75,2,1,6.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/522648/6606a173a0ea9834016277.png.webp,Etats-unis,Saison,https://www.vandb.fr/biere/colette-35-5-cl.html,Bouteille de 0.36 L,Blonde Saison 6.5 % Great Divide - Etats-Unis,Blonde,%
COLLAB DE L'ESPACE #1  ,1,40,2,2,7,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/616312/664e4eb77f498727379102.png.webp,France,IPA,https://www.vandb.fr/biere/collab-de-l-espace-1-33-cl.html,Canette de 0.33 L,Blonde IPA 7 % Mont Hardi - France,Blonde,%
COLOMBA  ,1,4,1,5,5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611602/664e258f2c6dc592152173.png.webp,France,Witbier,https://www.vandb.fr/biere/colomba-75cl.html,Bouteille de 0.75 L,Blanche Witbier 5 % Pietra - France,Blanche,%
COMET DE SES MORTS  ,1,42,2,2,8.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/615101/664e45a7d0ea7267741566.png.webp,France,Double IPA,https://www.vandb.fr/biere/comet-de-ses-morts-33-cl.html,Bouteille de 0.33 L,Blonde Double IPA 8.5 % O'clock - France,Blonde,%
CORNET OAKED  ,1,19,2,5,8.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/522562/6606a0c640e3d428631528.png.webp,Belgique,Strong Ale,https://www.vandb.fr/biere/cornet-oaked-33cl.html,Bouteille de 0.33 L,Blonde Strong Ale 8.5 % Hoorn - Belgique,Blonde,%
CORSENDONK AGNUS  ,1,31,2,2,7.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611605/664e259618d5e008945399.png.webp,Belgique,Triple,https://www.vandb.fr/biere/corsendonk-agnus-33cl.html,Bouteille de 0.33 L,Blonde Triple 7.5 % Corsendonk - Belgique,Blonde,%
CORSENDONK BLANCHE  ,1,4,1,5,4.8,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/615074/664e45776ef55713521606.png.webp,Belgique,Witbier,https://www.vandb.fr/biere/corsendonk-blanche-75cl.html,Bouteille de 0.75 L,Blanche Witbier 4.8 % Corsendonk - Belgique,Blanche,%
CORSENDONK BLONDE  ,1,30,2,5,6.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/615185/664e46204454b111983109.png.webp,Belgique,Belgian Pale Ale,https://www.vandb.fr/biere/corsendonk-blonde-33-cl.html,Bouteille de 0.33 L,Blonde Belgian Pale Ale 6.5 % Corsendonk - Belgique,Blonde,%
CORSENDONK CHRISTMAS  ,1,76,5,5,8.1,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/615630/664e4909e5b96126151396.png.webp,Belgique,Dark Ale,https://www.vandb.fr/biere/corsendonk-christmas-33-cl.html,Bouteille de 0.33 L,Brune Dark Ale 8.1 % Corsendonk - Belgique,Brune,%
CORSENDONK DUBBEL KRIEK  ,1,29,4,3,8.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611623/664e25b115b5d071585776.png.webp,Belgique,Aromatisée-fruitée,https://www.vandb.fr/biere/corsendonk-dubbel-kriek-33cl.html-1,Bouteille de 0.33 L,Rouge Aromatisée-fruitée 8.5 % Corsendonk - Belgique,Rouge,%
CORSENDONK GOLD  ,1,31,2,2,9.8,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/615660/664e495af1ba8153956813.png.webp,Belgique,Triple,https://www.vandb.fr/biere/corsendonk-gold-33-cl.html,Bouteille de 0.33 L,Blonde Triple 9.8 % Corsendonk - Belgique,Blonde,%
CORSENDONK GRAND HOPS,1,30,2,5,6.9,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611627/664e25bea5867643307979.png.webp,Belgique,Belgian Pale Ale,https://www.vandb.fr/biere/corsendonk-grand-hops-33cl.html,Bouteille de 0.33 L,Blonde Belgian Pale Ale 6.9 % Corsendonk - Belgique,Blonde,%
CORSENDONK PATER DOUBLE  ,1,55,5,5,7.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/615171/664e460c7bd20143313471.png.webp,Belgique,Double,https://www.vandb.fr/biere/corsendonk-pater-double-33cl.html,Bouteille de 0.33 L,Brune Double 7.5 % Corsendonk - Belgique,Brune,%
CORSENDONK ROUSSE  ,1,53,3,5,8.1,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/624554/665d3d0b8fbd8081634425.png.webp,Belgique,Amber Ale,https://www.vandb.fr/biere/corsendonk-rousse-33-cl.html,Bouteille de 0.33 L,Ambrée Amber Ale 8.1 % Corsendonk - Belgique,Ambrée,%
COURSON  ,1,75,2,1,5.6,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611017/664e1e95b8bd2572354362.png.webp,France,Saison,https://www.vandb.fr/biere/courson-75-cl.html,Bouteille de 0.75 L,Blonde Saison 5.6 % Sacrilège - France,Blonde,%
CRAZY BEE  ,1,53,3,5,8,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/615199/664e46384d340962720202.png.webp,France,Amber Ale,https://www.vandb.fr/biere/crazy-bee-33cl.html,Bouteille de 0.33 L,Ambrée Amber Ale 8 % Effet Papillon - France,Ambrée,%
CUVÉE DES TROLLS  ,1,30,2,5,7,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611272/664e22ec1a54a835266374.png.webp,Belgique,Belgian Pale Ale,https://www.vandb.fr/biere/cuvee-des-trolls-33-cl.html,Bouteille de 0.33 L,Blonde Belgian Pale Ale 7 % Dubuisson - Belgique,Blonde,%
CUVÉE DES TROLLS TRIPLE  ,1,30,2,5,7.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611655/664e25fbcc7a1213307820.png.webp,Belgique,Belgian Pale Ale,https://www.vandb.fr/biere/cuvee-des-trolls-triple-75-cl.html,Bouteille de 0.75 L,Blonde Belgian Pale Ale 7.5 % Dubuisson - Belgique,Blonde,%
DANS LA BIÈRE LA VÉRITÉ  ,2,2,2,1,4.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/616230/664e4d81e9e0b415281943.png.webp,France,Berliner Weisse,https://www.vandb.fr/biere/dans-la-biere-la-verite-33-cl.html,Canette de 0.33 L,Blonde Berliner Weisse 4.5 % Fauve - France,Blonde,%
DARK SEA PORTER  ,1,87,6,5,7.1,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/615139/664e45e072494426708006.png.webp,France,Porter,https://www.vandb.fr/biere/dark-sea-porter-33cl.html,Bouteille de 0.33 L,Noire Porter 7.1 % du Grand Paris - France,Noire,%
DAS WUNDERKIND!  ,1,75,2,1,5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/616964/664e875088da6372301403.png.webp,Etats-Unis,Saison,https://www.vandb.fr/biere/das-wunderkind-75-cl.html,Bouteille de 0.75 L,Blonde Saison 5 % Jester King - Etats-Unis,Blonde,%
DE MOLEN GUUR & KOU  ,1,53,3,5,7.3,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/545612/660f0dd39b221062646717.png.webp,Pays-Bas,Amber Ale,https://www.vandb.fr/biere/de-molen-guur-kou-33-cl.html,Bouteille de 0.33 L,Ambrée Amber Ale 7.3 % Swinkels Family Brewers - Pays-Bas,Ambrée,%
DEAD PONY CLUB  ,1,33,2,2,3.8,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/521804/66069ac03cfee077380088.png.webp,Ecosse,Pale Ale,https://www.vandb.fr/biere/dead-pony-club-33-cl.html,Bouteille de 0.33 L,Blonde Pale Ale 3.8 % Brewdog - Ecosse,Blonde,%
DEATH IN TECHNICOLOR  ,1,42,2,2,7.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611266/664e22dec124b655158001.png.webp,France,Double IPA,https://www.vandb.fr/biere/death-in-technicolor-44-cl-.html,Canette de 0.44 L,Blonde Double IPA 7.5 % Sainte Cru - France,Blonde,%
DÉLICE GLACÉ  ,1,33,2,2,5.8,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/615793/664e4a2f84325847235809.png.webp,France,Pale Ale,https://www.vandb.fr/biere/delice-glace-44cl.html,Canette de 0.44 L,Blonde Pale Ale 5.8 % La Débauche - France,Blonde,%
DELIRIUM ARGENTUM  ,1,53,3,5,7,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/615309/664e46f7cf696126822133.png.webp,Belgique,Amber Ale,https://www.vandb.fr/biere/delirium-argentum-33-cl.html,Bouteille de 0.33 L,Ambrée Amber Ale 7 % Huyghe - Belgique,Ambrée,%
DELIRIUM CHRISTMAS  ,1,76,5,5,10,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/615313/664e46fcd518c666437308.png.webp,Belgique,Dark Ale,https://www.vandb.fr/biere/delirium-christmas-33-cl.html,Bouteille de 0.33 L,Brune Dark Ale 10 % Huyghe - Belgique,Brune,%
DELIRIUM NOCTURNUM  ,1,76,5,5,8.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/615337/664e471fe943a464181679.png.webp,Belgique,Dark Ale,https://www.vandb.fr/biere/delirium-nocturnum-33-cl.html,Bouteille de 0.33 L,Brune Dark Ale 8.5 % Huyghe - Belgique,Brune,%
DELIRIUM RED  ,1,29,4,3,8,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/615335/664e471c82dfe671823904.png.webp,Belgique,Aromatisée-fruitée,https://www.vandb.fr/biere/delirium-red-33-cl.html,Bouteille de 0.33 L,Rouge Aromatisée-fruitée 8 % Huyghe - Belgique,Rouge,%
DELIRIUM TREMENS  ,1,19,2,5,8.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/615553/664e486fafb30088808586.png.webp,Belgique,Strong Ale,https://www.vandb.fr/biere/delirium-tremens-75-cl.html,Bouteille de 0.75 L,Blonde Strong Ale 8.5 % Huyghe - Belgique,Blonde,%
DELTA IPA  ,1,45,3,2,6,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/553956/6614fb93b7c86751541516.png.webp,Belgique,IPA,https://www.vandb.fr/biere/delta-ipa-33-cl.html,Bouteille de 0.33 L,Ambrée IPA 6 % Brussels Beer Project - Belgique,Ambrée,%
DEMI MONDAINE  ,1,100,6,2,11,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/615033/664e45233620f543833565.png.webp,France,Imperial Stout,https://www.vandb.fr/biere/demi-mondaine-33cl.html,Bouteille de 0.33 L,Noire Imperial Stout 11 % La Débauche - France,Noire,%
DERNIÈRE RÉCOLTE  ,1,87,6,5,8.2,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/615557/664e48731f87f175162753.png.webp,France,Porter,https://www.vandb.fr/biere/derniere-recolte-33-cl.html-1,Bouteille de 0.33 L,Noire Porter 8.2 % Mont Hardi - France,Noire,%
DESSERT IN A CAN MANGO AND CHOCOLATE CREAMSICLE  ,1,100,6,2,10.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/523152/6606a568508a6877105679.png.webp,Norvège,Imperial Stout,https://www.vandb.fr/biere/dessert-in-a-can-mango-and-chocolate-creamsicle-33cl.html,Canette de 0.33 L,Noire Imperial Stout 10.5 % Amundsen - Norvège,Noire,%
DESSERT IN A CAN PEANUT BUTTER CARAMEL CRISP JAM DOUGHNUT  ,1,100,6,2,10.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/523134/6606a5421337c620584791.png.webp,Norvège,Imperial Stout,https://www.vandb.fr/biere/dessert-in-a-can-peanut-butter-caramel-crisp-jam-doughnut-33cl.html,Canette de 0.33 L,Noire Imperial Stout 10.5 % Amundsen - Norvège,Noire,%
DET AR SA HAR NU  ,1,42,2,2,8,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/616250/664e4db2d2418486674843.png.webp,Suéde,Double IPA,https://www.vandb.fr/biere/det-ar-sa-har-nu-33-cl.html,Canette de 0.33 L,Blonde Double IPA 8 % Brewski - Suède,Blonde,%
DEUS BRUT DES FLANDRES  ,1,19,2,5,11.5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/521914/66069b9d39860625318603.png.webp,Belgique,Strong Ale,https://www.vandb.fr/biere/deus-brut-des-flandres-75cl.html,Bouteille de 0.75 L,Blonde Strong Ale 11.5 % Bosteels - Belgique,Blonde,%
DIEBELS ALT,1,53,3,5,4.9,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/521916/66069b9e8d536474782281.png.webp,Allemagne,Amber Ale,https://www.vandb.fr/biere/diebels-alt.html,Bouteille de 0.5 L,Ambrée Amber Ale 4.9 % Diebels - Allemagne,Ambrée,%
DISCO DANKE IMPERIAL  ,2,2,2,1,6,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611450/664e249b9a37b431894996.png.webp,Suède,Berliner Weisse,https://www.vandb.fr/biere/disco-danke-imperial-33cl.html,Bouteille de 0.33 L,Blonde Berliner Weisse 6 % Brewski - Suède,Blonde,%
DISCO MYSTIC  ,1,42,2,2,8,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/610764/664e181699d34704876025.png.webp,Irlande,Double IPA,https://www.vandb.fr/biere/disco-mystic-44-cl.html,Canette de 0.44 L,Blonde Double IPA 8 % Whiplash - Irlande,Blonde,%
DISCO TIME  ,1,55,2,5,7,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/616752/664e57c57cea5814021285.png.webp,France,Double,https://www.vandb.fr/biere/disco-time-33-cl.html,Bouteille de 0.33 L,Blonde Double 7 % Effet Papillon - France,Blonde,%
DISTELHAUSER BLONDE  ,1,18,2,5,5.4,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/614763/664e43014e412557506194.png.webp,Allemagne,Blonde Ale,https://www.vandb.fr/biere/distelhauser-blonde-33-cl.html,Bouteille de 0.33 L,Blonde Ale 5.4 % Distelhauser - Allemagne,Blonde,%
DISTELHAUSER HEFE WEIZEN  ,2,16,1,9,5.4,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/611677/664e2622850a9407644224.png.webp,Allemagne,Weissbier,https://www.vandb.fr/biere/distelhauser-hefe-weizen-50-cl.html,Bouteille de 0.5 L,Blanche Weissbier 5.4 % Distelhauser - Allemagne,Blanche,%
DODO BOURBON  ,2,10,2,2,5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/521908/66069b8d6daef751525205.png.webp,France,Pils,https://www.vandb.fr/biere/dodo-bourbon-33-cl.html,Bouteille de 0.33 L,Blonde Pils 5 % de Bourbon - La Réunion,Blonde,%
DOG'S LIFE  ,2,10,2,2,5,https://www.vandb.fr/media/cache/attachment/filter/vandb_b2c_plp/9e256c59daf1c360fa2a692e1a4d8eeb/615981/664e4b9ce1540534010417.png.webp,France,Pils,https://www.vandb.fr/biere/dog-s-life-44cl.html,Canette de 0.44 L,Blonde Pils 5 % La Débauche - France,Blonde,%
