name,photo,color_id,style_id,level,brasserie,origin,yeast_id,taste_id,,,,,,,,,Info1,Info2,Info3,Info4,Price,Price5,btn,tastectn__divcontains_class_attributevaluecontainer
Framboise Lindemans ,https://vandb-vandb-fr-storage.omn.proximis.com/Imagestorage/imagesSynchro/335/335/4be35f10f941fe3d8a3589bddeeb803a8bcb44e6_BBO045835_1.png,4,29,1.1 ,LINDEMANS,Belgique,3,1,,,,,,,,,,,,,,,,
